what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356665402081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356665404015
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1356665406215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356665409959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356665413204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356665416418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356665419615
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1356665419631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356665423531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356665445918
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1356665448710
