what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1356666228621
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1356666228933
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1356666229120
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1356666229681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1356666232255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356666232926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356666233659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356666252333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356666255484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356666264859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356666267964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356666271973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356666272691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356666301005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356666303189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356666304951
opened,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1356666305076
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1356666305217
